gene_id	seqnames	start	end	width	strand	symbol	ensembl_id
84926	chr12	53458100	53473204	15105	-	SPRYD3	ENSG00000167778
84928	chr7	129804555	129845338	40784	-	TMEM209	ENSG00000146842
84929	chr9	133777825	133814455	36631	-	FIBCD1	ENSG00000130720
8493	chr17	58677544	58743640	66097	+	PPM1D	ENSG00000170836
84930	chr10	27443753	27475848	32096	+	MASTL	ENSG00000120539
84931	chr2	121221911	121223925	2015	-	LINC01101	ENSG00000280409
84932	chr14	21927179	21945132	17954	-	RAB2B	ENSG00000129472
84933	chr8	124232196	124253638	21443	-	C8orf76	ENSG00000189376
84934	chr12	113623555	113630119	6565	+	RITA1	ENSG00000139405
84935	chr13	31480312	31499709	19398	+	MEDAG	ENSG00000102802
84936	chr15	41099274	41106767	7494	+	ZFYVE19	ENSG00000166140
84937	chr16	75032915	75144892	111978	+	ZNRF1	ENSG00000186187
84938	chr1	63249777	63330941	81165	+	ATG4C	ENSG00000125703
84939	chr19	1354976	1378430	23455	+	PWWP3A	ENSG00000160953
84940	chr17	27941774	27948441	6668	-	CORO6	ENSG00000167549
84941	chr19	16244838	16269377	24540	+	HSH2D	ENSG00000196684
84942	chr15	85186012	85197524	11513	-	WDR73	ENSG00000291629
84942	chr15	85186012	85197524	11513	-	WDR73	ENSG00000177082
84944	chr1	166944819	166991447	46629	+	MAEL	ENSG00000143194
84945	chr13	108870763	108886603	15841	+	ABHD13	ENSG00000139826
84946	chr6	144164508	144184943	20436	+	LTV1	ENSG00000135521
84947	chr6	158530536	158589312	58777	-	SERAC1	ENSG00000122335
84948	chr8	144680074	144682485	2412	+	TIGD5	ENSG00000179886
84948	chr8	144680074	144682485	2412	+	TIGD5	ENSG00000278016
8495	chr11	7534996	7678358	143363	+	PPFIBP2	ENSG00000166387
84950	chr1	52870219	52883992	13774	+	PRPF38A	ENSG00000134748
84951	chr17	38632080	38657854	25775	-	TNS4	ENSG00000131746
84952	chr15	57668703	57842925	174223	+	CGNL1	ENSG00000128849
84954	chr19	4343524	4360083	16560	+	MPND	ENSG00000008382
84955	chr8	110253148	110346350	93203	-	NUDCD1	ENSG00000120526
84957	chr11	73087405	73108519	21115	+	RELT	ENSG00000054967
84958	chr1	27668483	27680423	11941	+	SYTL1	ENSG00000142765
84959	chr11	122526398	122685187	158790	+	UBASH3B	ENSG00000154127
8496	chr12	27677045	27848497	171453	+	PPFIBP1	ENSG00000110841
84960	chr9	139690790	139702193	11404	+	CCDC183	ENSG00000213213
84961	chr17	37408897	37557909	149013	-	FBXL20	ENSG00000108306
84962	chr14	23440410	23451848	11439	-	AJUBA	ENSG00000129474
84964	chr19	36500022	36505141	5120	-	ALKBH6	ENSG00000239382
84966	chr1	18434240	18704977	270738	+	IGSF21	ENSG00000117154
84967	chr1	36859031	36863493	4463	-	LSM10	ENSG00000181817
84969	chr20	42543492	42698254	154763	+	TOX2	ENSG00000124191
8497	chr1	203003612	203047864	44253	+	PPFIA4	ENSG00000143847
84970	chr1	34632624	34684731	52108	+	C1orf94	ENSG00000142698
84971	chr19	10654593	10664094	9502	+	ATG4D	ENSG00000130734
84973	chr9	139615818	139622636	6819	-	SNHG7	ENSG00000233016
84975	chr12	53645370	53648190	2821	+	MFSD5	ENSG00000182544
84976	chr1	222988431	223179337	190907	+	DISP1	ENSG00000154309
84978	chr15	44165474	44487429	321956	-	FRMD5	ENSG00000171877
8498	chr19	5916152	5978320	62169	-	RANBP3	ENSG00000031823
84981	chr17	1614798	1619566	4769	-	MIR22HG	ENSG00000282800
84981	chr17	1614798	1619566	4769	-	MIR22HG	ENSG00000186594
84983	chr12	110172014	110211292	39279	-	FAM222A-AS1	ENSG00000255650
84984	chr3	196433148	196439123	5976	-	CEP19	ENSG00000174007
84985	chr8	124191287	124222318	31032	+	FAM83A	ENSG00000147689
84986	chr10	98981930	99052430	70501	-	ARHGAP19	ENSG00000213390
84987	chr12	50505764	50514240	8477	+	COX14	ENSG00000178449
84988	chr8	145715417	145727504	12088	+	PPP1R16A	ENSG00000160972
84989	chr10	65224989	65226322	1334	+	JMJD1C-AS1	ENSG00000272767
8499	chr12	81652045	82153109	501065	-	PPFIA2	ENSG00000139220
84991	chr10	6130949	6159422	28474	+	RBM17	ENSG00000134453
84993	chr15	74738318	74753529	15212	-	UBL7	ENSG00000138629
84993	chr15	74738318	74753529	15212	-	UBL7	ENSG00000288408
84996	chr21	33765442	33766266	825	+	URB1-AS1	ENSG00000256073
8500	chr11	70116806	70230607	113802	+	PPFIA1	ENSG00000288198
8500	chr11	70116806	70230607	113802	+	PPFIA1	ENSG00000131626
85001	chr17	72206135	72209460	3326	-	MGC16275	ENSG00000246731
85002	chr8	12039613	12051624	12012	-	FAM86B1	ENSG00000186523
85004	chr12	15260716	15374411	113696	-	RERG	ENSG00000134533
85007	chr5	177635540	177659803	24264	-	PHYKPL	ENSG00000175309
8501	chr11	57252004	57283192	31189	-	SLC43A1	ENSG00000149150
85012	chrX	102862834	102864855	2022	+	TCEAL3	ENSG00000196507
85013	chr4	4237269	4249959	12691	-	TMEM128	ENSG00000132406
85014	chr9	139685777	139687769	1993	+	TMEM141	ENSG00000244187
85015	chr6	99880184	99963308	83125	-	USP45	ENSG00000123552
85016	chr11	101918169	101955291	37123	+	CFAP300	ENSG00000137691
85019	chr18	20777719	21017925	240207	-	TMEM241	ENSG00000134490
8502	chr2	159313476	159537940	224465	+	PKP4	ENSG00000144283
85021	chr6	139225620	139309398	83779	-	REPS1	ENSG00000135597
85025	chr7	77423045	77427747	4703	-	TMEM60	ENSG00000135211
85026	chr9	140509784	140513308	3525	-	ARRDC1-AS1	ENSG00000203993
85027	chr5	150157508	150176298	18791	+	SMIM3	ENSG00000256235
85028	chr1	28905050	28908383	3334	-	SNHG12	ENSG00000197989
8503	chr1	46505812	46642160	136349	-	PIK3R3	ENSG00000117461
8504	chr6	143771918	143811751	39834	+	PEX3	ENSG00000034693
8505	chr10	51026325	51729967	703643	-	PARG	ENSG00000227345
8506	chr17	40834632	40852011	17380	+	CNTNAP1	ENSG00000108797
8507	chr5	73923231	73937249	14019	-	ENC1	ENSG00000171617
8508	chr22	29950798	29977326	26529	-	NIPSNAP1	ENSG00000184117
8509	chr10	75561669	75571589	9921	-	NDST2	ENSG00000166507
8510	chr1	1567560	1570030	2471	+	MMP23B	ENSG00000189409
8511	chr1	1631378	1633247	1870	+	MMP23A	ENSG00000215914
8512	chr10	81679934	81682875	2942	+	MBL1P	ENSG00000242600
8513	chr10	90424146	90438572	14427	+	LIPF	ENSG00000182333
8514	chr1	6052358	6161253	108896	+	KCNAB2	ENSG00000069424
8515	chr1	145524990	145543868	18879	+	ITGA10	ENSG00000143127
8516	chr10	15559088	15761770	202683	-	ITGA8	ENSG00000077943
8517	chrX	153770459	153793261	22803	+	IKBKG	ENSG00000269335
8518	chr9	111629800	111696608	66809	-	ELP1	ENSG00000070061
8519	chr11	313991	315272	1282	+	IFITM1	ENSG00000185885
8520	chr2	172778935	172848600	69666	+	HAT1	ENSG00000292096
8520	chr2	172778935	172848600	69666	+	HAT1	ENSG00000128708
8521	chr6	52991760	53013624	21865	-	GCM1	ENSG00000137270
8522	chr17	9813926	10101868	287943	-	GAS7	ENSG00000007237
85235	chr6	27114861	27115341	481	+	H2AC12	ENSG00000274997
85236	chr6	27106072	27114637	8566	-	H2BC12	ENSG00000197903
8525	chr11	46354455	46402104	47650	+	DGKZ	ENSG00000149091
8526	chr17	54911460	54946036	34577	+	DGKE	ENSG00000153933
8527	chr2	234263153	234380743	117591	+	DGKD	ENSG00000077044
8528	chr6	110713383	110736753	23371	-	DDO	ENSG00000203797
85280	chr17	39405939	39406905	967	+	KRTAP9-4	ENSG00000241595
85280	chr17	39405939	39406905	967	+	KRTAP9-4	ENSG00000262896
85280	chr17	39405939	39406905	967	+	KRTAP9-4	ENSG00000292049
85280	chr17	39405939	39406905	967	+	KRTAP9-4	ENSG00000262512
85285	chr17	39340352	39341147	796	-	KRTAP4-1	ENSG00000198443
85289	chr17	39305176	39306054	879	-	KRTAP4-5	ENSG00000198271
85289	chr17	39305176	39306054	879	-	KRTAP4-5	ENSG00000292040
8529	chr19	15988834	16008884	20051	-	CYP4F2	ENSG00000186115
85290	chr17	39323483	39324424	942	-	KRTAP4-3	ENSG00000196156
85291	chr17	39333698	39334460	763	-	KRTAP4-2	ENSG00000244537
85291	chr17	39333698	39334460	763	-	KRTAP4-2	ENSG00000292044
85293	chr17	39149682	39150385	704	-	KRTAP3-3	ENSG00000263101
85293	chr17	39149682	39150385	704	-	KRTAP3-3	ENSG00000212899
85294	chr17	39221368	39222131	764	-	KRTAP2-4	ENSG00000292035
85294	chr17	39221368	39222131	764	-	KRTAP2-4	ENSG00000213417
85294	chr17	39221368	39222131	764	-	KRTAP2-4	ENSG00000263091
8530	chr20	24929866	24940564	10699	+	CST7	ENSG00000077984
85300	chr19	3880618	3928080	47463	+	ATCAY	ENSG00000167654
85301	chr9	116918231	117072975	154745	+	COL27A1	ENSG00000196739
85302	chr17	73894724	73937119	42396	-	FBF1	ENSG00000188878
8531	chr12	10851676	10875953	24278	-	YBX3	ENSG00000060138
85313	chr6	149825631	149867238	41608	-	PPIL4	ENSG00000131013
85315	chr6	52226926	52272575	45650	+	PAQR8	ENSG00000170915
8532	chr4	8582217	8621488	39272	+	CPZ	ENSG00000109625
85320	chr16	48200822	48281479	80658	-	ABCC11	ENSG00000121270
85329	chr11	63273524	63284246	10723	+	LGALS12	ENSG00000133317
8533	chr17	17149938	17184617	34680	-	COPS3	ENSG00000141030
8534	chr11	45669239	45687206	17968	-	CHST1	ENSG00000175264
8535	chr17	77806955	77813213	6259	-	CBX4	ENSG00000141582
85352	chr22	44639557	44708731	69175	-	SHISAL1	ENSG00000138944
85358	chr22	51113070	51171640	58571	+	SHANK3	ENSG00000292254
85358	chr22	51113070	51171640	58571	+	SHANK3	ENSG00000251322
85359	chr22	20301761	20307628	5868	-	DGCR6L	ENSG00000128185
8536	chr3	9799029	9811668	12640	-	CAMK1	ENSG00000134072
85360	chr19	15218214	15225789	7576	+	SYDE1	ENSG00000105137
85363	chr11	5684425	5959849	275425	-	TRIM5	ENSG00000132256
85364	chr20	278204	280963	2760	+	ZCCHC3	ENSG00000247315
85365	chr9	101978707	101984246	5540	-	ALG2	ENSG00000119523
85366	chr20	30407178	30422500	15323	+	MYLK2	ENSG00000101306
85369	chr1	110574199	110597424	23226	+	STRIP1	ENSG00000143093
8537	chr20	52560079	52687304	127226	-	BCAS1	ENSG00000064787
85376	chr22	20455994	20461786	5793	-	RIMBP3	ENSG00000275793
85377	chr22	38302155	38338465	36311	+	MICALL1	ENSG00000100139
85378	chr22	50656118	50683400	27283	-	TUBGCP6	ENSG00000128159
85379	chr22	25423941	25593415	169475	+	KIAA1671	ENSG00000197077
8538	chr11	129245881	129322174	76294	+	BARX2	ENSG00000043039
8539	chr11	43333505	43366080	32576	+	API5	ENSG00000166181
85395	chr21	46359955	46396888	36934	+	SLX9	ENSG00000160256
85397	chr1	182615792	182642067	26276	-	RGS8	ENSG00000135824
8540	chr2	178257471	178408564	151094	+	AGPS	ENSG00000018510
85403	chr3	15469064	15484120	15057	+	EAF1	ENSG00000144597
85406	chr12	56151054	56224342	73289	-	DNAJC14	ENSG00000135392
85407	chr16	50582241	50674771	92531	+	NKD1	ENSG00000140807
85409	chr5	1009077	1038927	29851	+	NKD2	ENSG00000276920
85409	chr5	1009077	1038927	29851	+	NKD2	ENSG00000145506
8541	chr19	49622663	49654280	31618	+	PPFIA3	ENSG00000177380
85413	chr6	110745892	110797844	51953	-	SLC22A16	ENSG00000004809
85414	chr1	205592804	205649630	56827	-	SLC45A3	ENSG00000158715
85415	chr19	33469498	33555824	86327	-	RHPN2	ENSG00000131941
85416	chr13	100615275	100624178	8904	-	ZIC5	ENSG00000139800
85417	chrX	49969416	50094911	125496	+	CCNB3	ENSG00000147082
8542	chr22	36649117	36663577	14461	+	APOL1	ENSG00000100342
8543	chr1	87794151	87814607	20457	+	LMO4	ENSG00000143013
85437	chr12	42705888	42719932	14045	-	ZCRB1	ENSG00000139168
85438	chr4	71200671	71202833	2163	+	CABS1	ENSG00000145309
85439	chr14	81726994	81893748	166755	-	STON2	ENSG00000140022
8544	chrX	15402924	15511711	108788	-	PIR	ENSG00000087842
85440	chr1	62920397	63154039	233643	-	DOCK7	ENSG00000116641
85441	chr20	62189439	62205592	16154	-	HELZ2	ENSG00000130589
85442	chr10	134973971	135039916	65946	+	KNDC1	ENSG00000171798
85443	chr3	36753913	36781352	27440	-	DCLK3	ENSG00000163673
85444	chr8	86019323	86058314	38992	+	LRRCC1	ENSG00000133739
85445	chr16	76311176	76593135	281960	+	CNTNAP4	ENSG00000152910
85446	chr14	23990064	24020858	30795	-	ZFHX2	ENSG00000136367
85449	chr20	36838907	36889174	50268	-	KIAA1755	ENSG00000149633
8545	chr3	88101100	88199016	97917	-	CGGBP1	ENSG00000163320
85450	chr10	106069454	106098251	28798	-	ITPRIP	ENSG00000148841
85451	chr17	73780920	73821886	40967	+	UNK	ENSG00000132478
85452	chr1	1884752	1935276	50525	-	CFAP74	ENSG00000142609
85453	chr8	98285714	98290176	4463	-	TSPYL5	ENSG00000180543
85455	chr15	40650434	40663256	12823	+	DISP2	ENSG00000140323
85456	chr11	57067103	57092413	25311	-	TNKS1BP1	ENSG00000149115
85457	chr14	77564578	77583630	19053	+	CIPC	ENSG00000198894
85458	chr11	111797868	111893307	95440	+	DIXDC1	ENSG00000150764
85459	chr11	93394816	93463522	68707	+	CEP295	ENSG00000166004
8546	chr5	77298150	77590579	292430	-	AP3B1	ENSG00000132842
85460	chr4	10441504	10459032	17529	-	ZNF518B	ENSG00000178163
85461	chr2	159825146	160089170	264025	+	TANC1	ENSG00000115183
85462	chr4	153864135	153900848	36714	+	FHDC1	ENSG00000137460
85463	chr11	109963926	110042566	78641	+	ZC3H12C	ENSG00000149289
85464	chr17	27952965	28257018	304054	-	SSH2	ENSG00000141298
85465	chr2	26568954	26618759	49806	+	SELENOI	ENSG00000138018
8547	chr1	27695601	27701315	5715	-	FCN3	ENSG00000142748
85474	chr2	74724644	74730443	5800	-	LBX2	ENSG00000179528
85476	chr3	158362317	158410360	48044	+	GFM1	ENSG00000168827
85477	chr7	12610203	12693228	83026	+	SCIN	ENSG00000006747
85478	chr12	49297893	49315359	17467	+	CCDC65	ENSG00000139537
85479	chr8	66933791	67012755	78965	+	DNAJC5B	ENSG00000147570
8548	chr1	169337194	169365780	28587	+	BLZF1	ENSG00000117475
85480	chr5	110405778	110413722	7945	+	TSLP	ENSG00000145777
85481	chr8	87060691	87081851	21161	-	PSKH2	ENSG00000147613
8549	chr12	71833550	71980088	146539	+	LGR5	ENSG00000139292
85495	chr14	20811230	20811570	341	-	RPPH1	ENSG00000277209
8550	chr12	112280032	112331228	51197	+	MAPKAPK5	ENSG00000089022
85508	chr20	642240	656823	14584	-	SCRT2	ENSG00000215397
85509	chr19	8953269	8954016	748	+	MBD3L1	ENSG00000170948
85509	chr19	8953269	8954016	748	+	MBD3L1	ENSG00000291743
8551	chrX	15803839	15805712	1874	-	INE2	ENSG00000281371
8552	chrX	47064247	47065254	1008	+	INE1	ENSG00000224975
8553	chr3	5021097	5026865	5769	+	BHLHE40	ENSG00000134107
8554	chr15	68346572	68480404	133833	+	PIAS1	ENSG00000033800
8555	chr9	99262395	99382112	119718	-	CDC14B	ENSG00000081377
8556	chr1	100810584	100985833	175250	+	CDC14A	ENSG00000079335
85569	chr19	56687389	56697144	9756	+	GALP	ENSG00000197487
8557	chr17	37821599	37822807	1209	+	TCAP	ENSG00000173991
8558	chr16	89753076	89762772	9697	+	CDK10	ENSG00000185324
8559	chr10	13628939	13697929	68991	+	PRPF18	ENSG00000165630
8560	chr1	224370910	224381142	10233	+	DEGS1	ENSG00000143753
8562	chr12	123237371	123255953	18583	+	DENR	ENSG00000139726
8563	chr22	29904156	29949736	45581	-	THOC5	ENSG00000100296
8564	chr1	241695434	241758949	63516	+	KMO	ENSG00000117009
8565	chr1	33240840	33283633	42794	-	YARS1	ENSG00000134684
8566	chr21	45138978	45182188	43211	+	PDXK	ENSG00000160209
8567	chr11	47290927	47351582	60656	+	MADD	ENSG00000110514
8568	chr21	45209418	45223983	14566	+	RRP1	ENSG00000160214
8569	chr1	47023079	47082563	59485	-	MKNK1	ENSG00000079277
857	chr7	115929906	116201239	271334	+	CAV1	ENSG00000105974
8570	chr19	6413119	6424822	11704	-	KHSRP	ENSG00000088247
8572	chr5	131593351	131609147	15797	+	PDLIM4	ENSG00000131435
8573	chrX	41374189	41782287	408099	-	CASK	ENSG00000147044
8574	chr1	19629202	19638640	9439	-	AKR7A2	ENSG00000053371
8575	chr2	179296141	179315958	19818	-	PRKRA	ENSG00000180228
8576	chr2	220110192	220115059	4868	+	STK16	ENSG00000115661
8577	chr9	103235520	103339918	104399	+	TMEFF1	ENSG00000241697
8578	chr17	1537152	1549083	11932	-	SCARF1	ENSG00000276336
8578	chr17	1537152	1549083	11932	-	SCARF1	ENSG00000074660
858	chr7	115928127	116148595	220469	+	CAV2	ENSG00000105971
8581	chr8	143866298	143868008	1711	-	LY6D	ENSG00000167656
85865	chr7	89969690	90020769	51080	+	GTPBP10	ENSG00000105793
8587	chr11	86567973	86568996	1024	-	OR7E2P	ENSG00000255203
859	chr3	8775486	8788451	12966	+	CAV3	ENSG00000182533
8590	chr11	6815756	6817139	1384	-	OR6A2	ENSG00000184933
86	chr3	179280708	179306193	25486	+	ACTL6A	ENSG00000136518
860	chr6	45296054	45518819	222766	+	RUNX2	ENSG00000124813
8600	chr13	43136872	43182149	45278	+	TNFSF11	ENSG00000120659
8601	chr8	54764368	54871863	107496	+	RGS20	ENSG00000147509
8602	chr4	2939664	2965118	25455	-	NOP14	ENSG00000087269
8603	chr4	2597828	2734302	136475	+	FAM193A	ENSG00000125386
8604	chr2	172639915	172750816	110902	-	SLC25A12	ENSG00000115840
8604	chr2	172639915	172750816	110902	-	SLC25A12	ENSG00000292099
8605	chr19	48551100	48614109	63010	-	PLA2G4C	ENSG00000105499
8607	chr3	127783628	127872757	89130	-	RUVBL1	ENSG00000175792
8608	chr12	57345216	57351418	6203	-	RDH16	ENSG00000139547
8609	chr2	207938862	208031970	93109	-	KLF7	ENSG00000118263
861	chr21	36160098	37357047	1196950	-	RUNX1	ENSG00000159216
8611	chr5	54720670	54830906	110237	-	PLPP1	ENSG00000067113
8612	chr19	281044	291435	10392	-	PLPP2	ENSG00000141934
8613	chr1	56960419	57045257	84839	-	PLPP3	ENSG00000162407
8614	chr5	172741726	172756506	14781	-	STC2	ENSG00000113739
8615	chr4	76649829	76735366	85538	+	USO1	ENSG00000138768
8618	chr3	62384021	62861064	477044	-	CADPS	ENSG00000163618
862	chr8	92967195	93115454	148260	-	RUNX1T1	ENSG00000079102
8620	chr12	53900474	53901422	949	-	NPFF	ENSG00000139574
8621	chr7	39989959	40136733	146775	+	CDK13	ENSG00000065883
8622	chr5	76506706	76724080	217375	+	PDE8B	ENSG00000113231
8622	chr5	76506706	76724080	217375	+	PDE8B	ENSG00000284762
8624	chr21	40547372	40555440	8069	-	PSMG1	ENSG00000183527
8625	chr19	19303008	19312678	9671	+	RFXANK	ENSG00000064490
8626	chr3	189349216	189615068	265853	+	TP63	ENSG00000073282
8629	chr8	143738874	143751401	12528	-	JRK	ENSG00000234616
863	chr16	88941263	89043504	102242	-	CBFA2T3	ENSG00000129993
8630	chr12	57157108	57181574	24467	+	HSD17B6	ENSG00000025423
8631	chr17	46210802	46507594	296793	-	SKAP1	ENSG00000141293
8632	chr17	76419778	76573476	153699	-	DNAH17	ENSG00000187775
8633	chr4	96083656	96470361	386706	-	UNC5C	ENSG00000182168
8634	chr1	100731714	100758325	26612	+	RTCA	ENSG00000137996
8635	chr6	167343004	167370679	27676	-	RNASET2	ENSG00000026297
8636	chr9	140083054	140084822	1769	+	SSNA1	ENSG00000176101
8637	chr5	139927251	139929163	1913	+	EIF4EBP3	ENSG00000243056
8638	chr12	121458095	121477045	18951	-	OASL	ENSG00000135114
8639	chr17	41003201	41010147	6947	+	AOC3	ENSG00000131471
864	chr1	25226002	25291612	65611	-	RUNX3	ENSG00000020633
8641	chr5	140767452	140892548	125097	+	PCDHGB4	ENSG00000253953
8642	chr11	6642558	6677074	34517	-	DCHS1	ENSG00000166341
8643	chr1	45285516	45308616	23101	-	PTCH2	ENSG00000117425
8644	chr10	5005454	5149878	144425	+	AKR1C3	ENSG00000196139
8645	chr6	39156747	39197251	40505	-	KCNK5	ENSG00000164626
8646	chr3	184097861	184107617	9757	+	CHRD	ENSG00000090539
8647	chr2	169779449	169887833	108385	-	ABCB11	ENSG00000276582
8647	chr2	169779449	169887833	108385	-	ABCB11	ENSG00000073734
8648	chr2	24787179	24993570	206392	+	NCOA1	ENSG00000084676
8649	chr4	100799495	100815703	16209	-	LAMTOR3	ENSG00000109270
865	chr16	67063050	67134958	71909	+	CBFB	ENSG00000067955
8650	chr14	73741918	73925286	183369	-	NUMB	ENSG00000133961
8651	chr16	11348274	11350039	1766	-	SOCS1	ENSG00000185338
8653	chrY	15016019	15032390	16372	+	DDX3Y	ENSG00000067048
8654	chr4	120415550	120549981	134432	-	PDE5A	ENSG00000138735
8655	chr12	120907660	120936298	28639	+	DYNLL1	ENSG00000088986
8658	chr8	9413445	9639856	226412	+	TNKS	ENSG00000285372
8658	chr8	9413445	9639856	226412	+	TNKS	ENSG00000173273
8659	chr1	19197924	19229293	31370	-	ALDH4A1	ENSG00000159423
866	chr14	94770585	94789688	19104	-	SERPINA6	ENSG00000277405
866	chr14	94770585	94789688	19104	-	SERPINA6	ENSG00000170099
8660	chr13	110406184	110438914	32731	-	IRS2	ENSG00000185950
8661	chr10	120794541	120840334	45794	-	EIF3A	ENSG00000107581
8662	chr7	2394474	2420377	25904	+	EIF3B	ENSG00000106263
8664	chr22	36906897	36925277	18381	-	EIF3D	ENSG00000100353
8665	chr11	8008445	8017719	9275	+	EIF3F	ENSG00000175390
8666	chr19	10225690	10230599	4910	-	EIF3G	ENSG00000130811
8667	chr8	117657055	117778494	121440	-	EIF3H	ENSG00000147677
8668	chr1	32687185	32697205	10021	+	EIF3I	ENSG00000084623
8669	chr15	44829266	44855001	25736	+	EIF3J	ENSG00000104131
867	chr11	119076986	119178859	101874	+	CBL	ENSG00000110395
8671	chr4	72053003	72437804	384802	+	SLC4A4	ENSG00000080493
8672	chr1	21132785	21503381	370597	-	EIF4G3	ENSG00000075151
8673	chr2	85804614	85809156	4543	+	VAMP8	ENSG00000118640
8674	chr1	171669296	171711379	42084	-	VAMP4	ENSG00000117533
8675	chr20	57226309	57254582	28274	+	STX16	ENSG00000124222
8676	chr6	144471654	144513076	41423	+	STX11	ENSG00000135604
8677	chr19	13254872	13261188	6317	-	STX10	ENSG00000104915
8678	chr17	40962150	40976310	14161	-	BECN1	ENSG00000126581
868	chr3	105377109	105588266	211158	-	CBLB	ENSG00000114423
8681	chr15	42120283	42140346	20064	+	JMJD7-PLA2G4B	ENSG00000168970
8682	chr1	160175125	160185162	10038	+	PEA15	ENSG00000162734
8683	chr12	120899471	120907558	8088	-	SRSF9	ENSG00000111786
8685	chr2	119699745	119752236	52492	+	MARCO	ENSG00000019169
8687	chr17	39592621	39597596	4976	-	KRT38	ENSG00000171360
8688	chr17	39576809	39580822	4014	-	KRT37	ENSG00000108417
8688	chr17	39576809	39580822	4014	-	KRT37	ENSG00000263022
8688	chr17	39576809	39580822	4014	-	KRT37	ENSG00000292032
8689	chr17	39642388	39646116	3729	-	KRT36	ENSG00000126337
869	chr16	49311829	49315742	3914	-	CBLN1	ENSG00000102924
8690	chr11	96123158	96126727	3570	+	JRKL	ENSG00000183340
8692	chr3	50355221	50360281	5061	-	HYAL2	ENSG00000068001
8693	chr12	89913190	89918583	5394	-	GALNT4	ENSG00000257594
8694	chr8	145538247	145550567	12321	-	DGAT1	ENSG00000185000
8694	chr8	145538247	145550567	12321	-	DGAT1	ENSG00000285482
8697	chr5	137523337	137549032	25696	-	CDC23	ENSG00000094880
8698	chr19	3178736	3180330	1595	+	S1PR4	ENSG00000125910
87	chr14	69340840	69446083	105244	-	ACTN1	ENSG00000072110
8701	chr7	21582833	21941186	358354	+	DNAH11	ENSG00000105877
8702	chr3	118930587	118959752	29166	-	B4GALT4	ENSG00000121578
8703	chr1	161141100	161147758	6659	-	B4GALT3	ENSG00000158850
8704	chr1	44444874	44456843	11970	+	B4GALT2	ENSG00000117411
8706	chr3	160801671	160823160	21490	-	B3GALNT1	ENSG00000169255
8707	chr1	193147860	193155743	7884	-	B3GALT2	ENSG00000162630
8708	chr2	168675182	168727366	52185	+	B3GALT1	ENSG00000172318
871	chr11	75273101	75283849	10749	+	SERPINH1	ENSG00000149257
8710	chr18	61420281	61472610	52330	+	SERPINB7	ENSG00000166396
8711	chr17	7284293	7293092	8800	+	TNK1	ENSG00000174292
8711	chr17	7284293	7293092	8800	+	TNK1	ENSG00000283781
8712	chrX	49452054	49460596	8543	-	PAGE1	ENSG00000068985
8714	chr17	48712218	48769063	56846	+	ABCC3	ENSG00000108846
8715	chr18	31431064	31803515	372452	-	NOL4	ENSG00000101746
8717	chr16	67188089	67193812	5724	-	TRADD	ENSG00000102871
87178	chr2	55861198	55921045	59848	-	PNPT1	ENSG00000138035
8718	chr1	6521214	6526255	5042	-	TNFRSF25	ENSG00000215788
8720	chr16	84087369	84150517	63149	-	MBTPS1	ENSG00000140943
8721	chr9	139756571	139760738	4168	-	EDF1	ENSG00000107223
8722	chr11	66330935	66336047	5113	-	CTSF	ENSG00000174080
8723	chr3	125165488	125239058	73571	-	SNX4	ENSG00000114520
8724	chr6	108532717	108582464	49748	-	SNX3	ENSG00000112335
8725	chr19	30414551	30507519	92969	+	URI1	ENSG00000105176
8726	chr11	85955806	85989785	33980	+	EED	ENSG00000074266
8727	chr9	111704851	111775764	70914	-	CTNNAL1	ENSG00000119326
8728	chr5	156822542	157002831	180290	-	ADAM19	ENSG00000135074
8729	chr10	104005255	104142656	137402	+	GBF1	ENSG00000107862
873	chr21	37442285	37445464	3180	+	CBR1	ENSG00000159228
8731	chr18	13726704	13764554	37851	+	RNMT	ENSG00000101654
8732	chr6	89319989	89673348	353360	-	RNGTT	ENSG00000111880
8733	chr8	145137524	145141119	3596	+	GPAA1	ENSG00000197858
8735	chr17	10204183	10276322	72140	-	MYH13	ENSG00000006788
8736	chr18	3066805	3220106	153302	-	MYOM1	ENSG00000101605
8737	chr6	3064122	3115421	51300	+	RIPK1	ENSG00000137275
8738	chr12	94071151	94288616	217466	+	CRADD	ENSG00000169372
8739	chr12	117298225	117319232	21008	-	HRK	ENSG00000135116
874	chr21	37507263	37518860	11598	+	CBR3	ENSG00000159231
8740	chr19	6663148	6670599	7452	-	TNFSF14	ENSG00000125735
8741	chr17	7461609	7464925	3317	+	TNFSF13	ENSG00000161955
8742	chr17	7452375	7461207	8833	+	TNFSF12	ENSG00000239697
8743	chr3	172223298	172241297	18000	-	TNFSF10	ENSG00000121858
8744	chr19	6531010	6535939	4930	+	TNFSF9	ENSG00000125657
8745	chr2	207308368	207485854	177487	+	ADAM23	ENSG00000114948
8747	chr14	70918874	70926622	7749	+	ADAM21	ENSG00000139985
8748	chr14	70989078	71001732	12655	-	ADAM20	ENSG00000134007
8749	chr8	39442087	39587583	145497	+	ADAM18	ENSG00000168619
8749	chr8	39442087	39587583	145497	+	ADAM18	ENSG00000278548
875	chr21	44473301	44496472	23172	-	CBS	ENSG00000160200
8751	chr1	155023422	155035252	11831	+	ADAM15	ENSG00000143537
8754	chr8	38854505	38962779	108275	+	ADAM9	ENSG00000282230
8754	chr8	38854505	38962779	108275	+	ADAM9	ENSG00000168615
